path,git_state_at_2026_07_14_snapshot,classification,reason,risk_level,founder_review_required
repository/golden-reference/pipe/05_GOLDEN_KNOWLEDGE_BINDINGS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/golden-reference/pipe/06_GOLDEN_MEDIA_MANIFEST.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/golden-reference/pipe/07_GOLDEN_CONTENT_PACKAGE.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/golden-reference/pipe/08_GOLDEN_SEO_PACKAGE.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/golden-reference/pipe/09_GOLDEN_SCHEMA_PACKAGE.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/golden-reference/pipe/10_GOLDEN_RELATIONSHIP_MAP.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/golden-reference/pipe/11_GOLDEN_INQUIRY_PAYLOAD.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/golden-reference/pipe/12_GOLDEN_IMPORT_PARENT.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/golden-reference/pipe/13_GOLDEN_IMPORT_VARIATIONS.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/golden-reference/pipe/14_GOLDEN_VALIDATION.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/golden-reference/pipe/15_GOLDEN_FOUNDER_REVIEW.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-assets/01_MASTER_CATEGORY_IMPORT.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-assets/02_MASTER_ATTRIBUTE_IMPORT.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-assets/03_MASTER_ATTRIBUTE_TERM_IMPORT.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-assets/04_MASTER_PRODUCT_TEMPLATE.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-assets/05_PRODUCT_VARIATION_TEMPLATE.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-assets/06_PRODUCT_MEDIA_MANIFEST.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-assets/07_PRODUCT_IMAGE_NAMING_RULES.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-assets/08_PRODUCT_SLUG_RULES.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-assets/09_INTERNAL_LINK_MAPPING.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-assets/10_SEO_IMPORT_TEMPLATE.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-assets/11_FAQ_IMPORT_TEMPLATE.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-assets/12_KNOWLEDGE_MAPPING_IMPORT.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-assets/13_SCHEMA_MAPPING_REFERENCE.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-assets/14_IMPORT_VALIDATION_CHECKLIST.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-assets/15_IMPORT_EXECUTION_SEQUENCE.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-preparation/PIPE_PROFILE_ATTRIBUTE_SEED_V1.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-preparation/PIPE_PROFILE_VALIDATION_RULES_V1.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/import-preparation/PIPE_PROFILE_WOOCOMMERCE_MAPPING_V1.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-dna/01_MASTER_PRODUCT_DNA.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-dna/02_PRODUCT_INFORMATION_MODEL.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-dna/03_PRODUCT_COMPONENT_LIBRARY.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-dna/04_PRODUCT_KNOWLEDGE_BLOCK_LIBRARY.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-dna/05_PRODUCT_PAGE_ASSEMBLY_ENGINE.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-dna/06_PRODUCT_CONFIGURATOR_UI_MODEL.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-dna/07_PRODUCT_MEDIA_MODEL.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-dna/08_PRODUCT_SEO_MODEL.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-dna/09_PRODUCT_SCHEMA_MODEL.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-dna/10_PRODUCT_RELATION_MODEL.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-dna/11_PRODUCT_LIFECYCLE_MODEL.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-dna/12_PRODUCT_VALIDATION_RULES.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-dna/13_PRODUCT_EXTENSIBILITY_MODEL.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-dna/14_PRODUCT_ADMIN_MODEL.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-dna/15_PRODUCT_DNA_EXAMPLE_PIPE.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-dna/16_PRODUCT_DNA_EXAMPLE_PROFILE.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-foundation/01_MASTER_PRODUCT_TAXONOMY_V1.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-foundation/02_GLOBAL_ATTRIBUTE_LIBRARY_V1.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-foundation/03_PIPE_FAMILY_TEMPLATE_V1.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-foundation/04_PROFILE_FAMILY_TEMPLATE_V1.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-foundation/05_VARIANT_AND_SKU_RULES_V1.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-foundation/06_PRODUCT_KNOWLEDGE_MAPPING_V1.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/implementation-assets/product-foundation/07_FOUNDER_DECISION_REGISTER_V1.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/imports/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/knowledge-cards/01_MATERIAL_CARDS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/knowledge-cards/02_ALLOY_CARDS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/knowledge-cards/03_INSTALLATION_CARDS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/knowledge-cards/04_BUYING_CARDS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/knowledge-cards/05_MAINTENANCE_CARDS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/knowledge-cards/06_ENVIRONMENT_CARDS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/knowledge-cards/07_FAQ_CARDS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/knowledge-cards/08_COMPARISON_CARDS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/knowledge-cards/09_COMMON_MISTAKES.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/knowledge-cards/10_ENGINEERING_NOTES.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/knowledge-cards/11_SELECTION_TIPS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/knowledge-cards/12_TRUST_SIGNALS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/knowledge/AI_KNOWLEDGE_READINESS.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/knowledge/CRM_KNOWLEDGE_GRAPH.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/knowledge/ENTITY_MODEL.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/knowledge/KNOWLEDGE_GOVERNANCE.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/knowledge/KNOWLEDGE_MANIFEST.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/knowledge/ONTOLOGY_MODEL.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/knowledge/PRODUCT_KNOWLEDGE_GRAPH.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/knowledge/RELATIONSHIP_MODEL.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/knowledge/SEO_KNOWLEDGE_GRAPH.md,UNTRACKED,TRACK_CANONICAL,Canonical repository architecture or governance asset.,LOW,false
repository/logs/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/master-data/IMPORT_READINESS.md,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/MASTER_DATA_AUDIT.md,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/MASTER_DATA_GOVERNANCE.md,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/QUALITY_SCORE.md,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/fittings/01_FITTINGS_MASTER_DATA.yaml,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/fittings/02_FITTINGS_VARIANT_MATRIX.csv,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/fittings/03_FITTINGS_ATTRIBUTE_MATRIX.csv,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/fittings/04_FITTINGS_COMPATIBILITY_MATRIX.csv,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/fittings/05_FITTINGS_INSTALLATION_MAPPING.csv,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/fittings/06_FITTINGS_MEDIA_MAPPING.csv,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/fittings/07_FITTINGS_SEO_MAPPING.csv,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/fittings/08_FITTINGS_KNOWLEDGE_MAPPING.yaml,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/fittings/09_FITTINGS_VALIDATION.md,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/fittings/10_FITTINGS_FOUNDER_REVIEW.md,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/pipes/01_PIPE_MASTER_DATA.yaml,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/pipes/02_PIPE_VARIANT_MATRIX.csv,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/pipes/03_PIPE_VALID_COMBINATIONS.csv,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/pipes/04_PIPE_ATTRIBUTE_VALUES.csv,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/pipes/05_PIPE_CONFIGURATION_RULES.yaml,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/pipes/06_PIPE_KNOWLEDGE_BINDINGS.yaml,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/pipes/07_PIPE_MEDIA_BINDINGS.csv,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/pipes/08_PIPE_SEO_BINDINGS.csv,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/pipes/09_PIPE_INTERNAL_LINKS.csv,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/pipes/10_PIPE_FAQ_BINDINGS.csv,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/pipes/11_PIPE_RELATED_PRODUCTS.csv,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/pipes/12_PIPE_SCHEMA_BINDINGS.yaml,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/pipes/13_PIPE_VALIDATION.md,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/pipes/14_PIPE_IMPORT_PACKAGE.md,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/master-data/pipes/15_PIPE_FOUNDER_REVIEW.md,UNTRACKED,TRACK_CANONICAL,Canonical governed Master Data or readiness record; no content change made by GIT-01.,LOW,false
repository/media/01_MEDIA_ARCHITECTURE.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/media/02_MEDIA_FOLDER_STRUCTURE.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/media/03_IMAGE_NAMING_STANDARD.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/media/04_IMAGE_METADATA_STANDARD.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/media/05_ALT_TEXT_STANDARD.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/media/06_IMAGE_VARIANT_RULES.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/media/07_GALLERY_STRUCTURE.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/media/08_FILE_FORMAT_STANDARD.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/media/09_WEBP_OPTIMIZATION_RULES.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/media/10_IMAGE_IMPORT_MANIFEST.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/media/11_PRODUCT_MEDIA_MAPPING.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/media/12_MEDIA_QA_CHECKLIST.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/media/13_MEDIA_VERSIONING.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/media/14_MEDIA_VALIDATION_RULES.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/media/15_MEDIA_PIPE_EXAMPLE.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/media/16_MEDIA_PROFILE_EXAMPLE.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/migration/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/page-builder/01_HERO_BLOCKS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/page-builder/02_CONFIGURATOR_BLOCKS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/page-builder/03_KNOWLEDGE_BLOCKS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/page-builder/04_SPECIFICATION_BLOCKS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/page-builder/05_COMPARISON_BLOCKS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/page-builder/06_APPLICATION_BLOCKS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/page-builder/07_GALLERY_BLOCKS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/page-builder/08_DOWNLOAD_BLOCKS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/page-builder/09_FAQ_BLOCKS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/page-builder/10_INQUIRY_BLOCKS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/page-builder/11_RELATED_PRODUCT_BLOCKS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/page-builder/12_TRUST_BLOCKS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/page-builder/13_REVIEW_BLOCKS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/page-builder/14_CTA_BLOCKS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/page-builder/15_FOOTER_BLOCKS.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/platform/ENGINE_BOUNDARIES.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/platform/PLATFORM_ARCHITECTURE.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/platform/PLATFORM_DIRECTORY_STANDARD.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/platform/PLATFORM_EVOLUTION.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/platform/PLATFORM_GOVERNANCE.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/platform/PLATFORM_LIFECYCLE.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/platform/PLATFORM_MANIFEST.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/platform/PLATFORM_PRINCIPLES.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/platform/PLATFORM_VERSIONING.md,TRACKED_UNCHANGED,TRACK_DOCUMENTATION,Repository-area documentation or navigation artifact.,LOW,false
repository/quality/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/scripts/.gitkeep,TRACKED_UNCHANGED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/seo-assets/01_MASTER_SEO_TEMPLATE.md,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/seo-assets/02_PRODUCT_TITLE_PATTERNS.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/seo-assets/03_META_DESCRIPTION_PATTERNS.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/seo-assets/04_CATEGORY_SEO_PATTERNS.csv,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
repository/seo-assets/05_FAQ_SCHEMA_LIBRARY.yaml,UNTRACKED,TRACK_IMPLEMENTATION_ASSET,Repository implementation or planning asset intended for Founder review and later controlled projection.,LOW,false
